# 
#     Column Definitions:
#     - Total Potential Responses: All survey participants, including those who left the question blank.
#     - Non-empty Responses: All responses that are not null or empty string.
#     - Informative Responses: Responses that are not classified as non-informative (e.g., not "N/A", "No comment", etc.).
#     - Response: Individual informative responses, with each response on a separate row.
#     
"Question","Institution","Total Potential Responses","Non-empty Responses","Informative Responses","Response"
"Please explain why it is difficult to find housing either on-campus or off-campus?","Dona Ana Branch Community College","82","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","Eastern New Mexico University, Portales","59","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","Eastern New Mexico University, Roswell","54","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","Eastern New Mexico University, Ruidoso","14","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","Institute of American Indian Arts, Santa Fe","25","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","Luna Community College","24","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","Mesalands Community College","19","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","Navajo Technical University, Crownpoint","26","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","New Mexico Highlands University","47","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","New Mexico Institute of Mining and Technology","81","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","New Mexico Junior College","42","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","New Mexico State University, Alamogordo","28","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","New Mexico State University, Grants","11","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","New Mexico State University, Las Cruces","147","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","Northern New Mexico College","48","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","San Juan College","121","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","Santa Fe Community College","89","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","Southeast New Mexico College","27","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","University of New Mexico, Albuquerque","427","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","University of New Mexico, Gallup","47","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","University of New Mexico, Los Alamos","11","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","University of New Mexico, Taos","39","0","0",""
"Please explain why it is difficult to find housing either on-campus or off-campus?","University of New Mexico, Valencia","24","0","0",""
