# 
#     Column Definitions:
#     - Total Potential Responses: All survey participants, including those who left the question blank.
#     - Non-empty Responses: All responses that are not null or empty string.
#     - Informative Responses: Responses that are not classified as non-informative (e.g., not "N/A", "No comment", etc.).
#     - Response: Individual informative responses, with each response on a separate row.
#     
"Question","Institution","Total Potential Responses","Non-empty Responses","Informative Responses","Response"
"","","","","","the new meal options that are now provided including the expansion of middle eastern food is great but really expensive. i do not believe the cost of the food which tends to be vegan and vegetarian friendly is cost affordable for students and staff."
"","","","","","there are not many options available for me. it's only the cafeteria on 2nd floor or the happy bistro restaurant."
"","","","","","food is available, i just cannot afford to pay nearly $7 for a serving of rice when i could buy a bag of rice and make many portions for much less. either way, i am still only eating rice."
"","","","","","would appreciate more healthy options."
"","","","","","there ok - often times need more choices"
"","","","","","south campus has very few options."
"","","","","","i am able to bring lunch with me from home- fast food options are not healthy or cheap"
"","","","","","there are plenty of options, healthy or not. it can be pricey either way though."
"","","","","","i was saddened by the closure of the la montanita co-op location in the unm bookstore. i felt that they carried the most overall nutritious, least processed, and most flavorful options, sometimes for a decent price. some of their items were expensive, though. there are still some nutritious options in the sub (or at other retail locations) or at la posada, but much of what is sold in the sub is heavily processed and can also be costly."
"","","","","","its all fast-food, unhealthy, and expensive"
